BRAND,DNLA,SKU_NO,SEQNUM,SELL_POINT
Vello,N,749593,1,For Canon EF 70-200mm f/4L and 70-200mm f/4L IS Lenses
Vello,N,749594,1,For Canon EF 100-400mm f/4.5-5.6L IS Lens
Vello,N,749600,1,For Canon EF 70-200mm f/2.8L Lens
Vello,N,749609,1,For Canon EF 70-200mm f/2.8L IS (Original) Lens
Vello,N,749615,1,"For Canon EF 28-80mm f/3.5-5.6, II, III, IV, V, EF 18-55mm, IS, IS II (Except STM), & EF 28-90mm Lenses"
Vello,N,749623,1,"For Canon EF 28mm f/1.8 USM, EF 28-105mm f/3.5-4.5 USM & II Lenses"
Vello,N,749643,1,For Canon EF 28mm f/2.8 Lens & 35mm f/2 (Non-IS) Lenses
Vello,N,749645,1,"For Canon EF-S 17-85mm f/4-5.6 IS USM, EF-S 18-135mm f/3.5-5.6 IS & STM Lenses"
Vello,N,749649,1,For Canon EF 24-85mm f/3.5-4.5 Lens
Vello,N,749659,1,For Canon EF 20mm f/2.8 Lens
Vello,N,749662,1,For Canon EF 28-135mm f/3.5-5.6 IS USM Lens
Vello,N,749663,1,For Canon EF 28-200mm f/3.5-5.6 USM & EF-S 18-200mm f/3.5-5.6 IS Lenses
Vello,N,749672,1,For Canon EF-S 15-85mm f/3.5-5.6 IS USM Lens
Vello,N,749673,1,"For Canon EF 16-35mm f/2.8L USM (Original), 17-40mm f/4L, & EF-S 10-22mm f/3.5-4.5 Lenses"
Vello,N,749678,1,For Canon EF 24-70mm f/2.8L USM (Original) Lens
Vello,N,749687,1,For Canon EF 24-105mm f/4L IS USM Lens
Vello,N,749688,1,For Canon EF 17-55mm f/2.8 IS USM Lens
Vello,N,749689,1,For Canon Macro MP-E 65mm f/2.8 1-5x Lens
Vello,N,749694,1,"For Nikon 10-24mm f/3.5-4.5G, 12-24mm f/4G, 16-35mm f/4G ED VR, 17-35mm f/2.8 ED-IF, & 18-35mm f/3.5-4.5 D-AF Lenses"
Vello,N,749695,1,For Nikon 24-85mm f/2.8-4 D-AF & 24-120mm f/3.5-5.6 G-AFS VR Lenses
Vello,N,749696,1,For Nikon 70-200mm f/2.8 G-AFS Lens
Vello,N,749699,1,For Nikon 17-55mm f/2.8G Lens
Vello,N,749700,1,"For Nikon 18-140mm f/3.5-5.6G ED VR, 18-135mm f/3.5-5.6G ED VR, 18-105mm f/3.5-5.6G ED VR, & 18-70mm f/3.5-4.5G IF-ED Lenses"
Vello,N,749704,1,For Nikon 18-200mm AF-S Lens
Vello,N,749706,1,For Nikon 55-200mm f/4-5.6G VR DX & 85mm f/3.5G Micro ED VR Lenses
Vello,N,749707,1,For Nikon AF-S NIKKOR 24-70mm f/2.8G ED Lens
Vello,N,749708,1,For Nikon 18-55mm f/3.5-5.6G ED II AF-S DX & 18-55mm f/3.5-5.6G VR AF-S DX Lenses
Vello,N,749711,1,For Nikon 80-200mm f/2.8 ED D-AF Lens
Vello,N,749712,1,"For Nikon 20-60mm f/3.5-5.5 IX, 24mm f/2.8 Ai, 24mm f/2.8 Ai-S, 24mm f/2.8 D AF, 28mm f/2 Ai, 28mm f/2 Ai-S, 35mm f/2.8 PC, & 35mm f/3.5 PC Lenses"
Vello,N,749714,1,"For Nikon 28mm f/2.8, 28mm f/2.8 D AF, 35-70mm f/3.3-4.5, & 24-70mm f/3.5-5.6 IX Lenses"
Vello,N,749715,1,"For Nikon 35mm f/1.4 AI-S, 35mm f/2/2.8, 55mm f/2.8/3.5 Micro, & 35-80mm Lenses"
Vello,N,749716,1,"For Nikon 55mm f/1.2 Ai, 50mm f/1.4 AF, 50mm f/1.8 AF, & 50mm f/1.8D AF Lenses"
Vello,N,749764,1,Coiled Design
Vello,N,749764,2,Use Your On-Shoe Flash Off-Camera
Vello,N,749764,3,Allows Full TTL Functioning
Vello,N,749764,4,Use with Two Flashes in Manual Mode
Vello,N,749764,5,Create Unusual Lighting Effects
Vello,N,749767,1,Coiled Design
Vello,N,749767,2,Use Your On-Shoe Flash Off-Camera
Vello,N,749767,3,Allows Full TTL Functioning
Vello,N,749767,4,Use with Two Flashes in Manual Mode
Vello,N,749767,5,Create Unusual Lighting Effects
Vello,N,749770,1,Compatible with Canon E-TTL / E-TTL II
Vello,N,749770,2,Coiled Cord
Vello,N,749770,3,Mounts to Flash Shoe
Vello,N,749770,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749770,5,Allows Off-Camera Triggering of Flash
Vello,N,749773,1,Compatible with Canon E-TTL / E-TTL II
Vello,N,749773,2,Coiled Cord
Vello,N,749773,3,Mounts to Flash Shoe
Vello,N,749773,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749773,5,Allows Off-Camera Triggering of Flash
Vello,N,749778,1,Compatible with Nikon i-TTL
Vello,N,749778,2,Coiled Cord
Vello,N,749778,3,Mounts to Flash Shoe
Vello,N,749778,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749778,5,Allows Off-Camera Triggering of Flash
Vello,N,749787,1,Compatible with Nikon i-TTL
Vello,N,749787,2,Coiled Cord
Vello,N,749787,3,Mounts to Flash Shoe
Vello,N,749787,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749787,5,Allows Off-Camera Triggering of Flash
Vello,N,749824,1,Compatible with Sony/Minolta ADI / P-TTL
Vello,N,749824,2,Coiled Cord
Vello,N,749824,3,Mounts to Flash Shoe
Vello,N,749824,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749824,5,Allows Off-Camera Triggering of Flash
Vello,N,749825,1,Compatible with Sony/Minolta ADI / P-TTL
Vello,N,749825,2,Coiled Cord
Vello,N,749825,3,Mounts to Flash Shoe
Vello,N,749825,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,749825,5,Allows Off-Camera Triggering of Flash
Vello,N,749989,1,"For Select Canon, Pentax, Samsung"
Vello,N,749989,2,"Contax, Hasselblad & Sigma DSLRs"
Vello,N,749989,3,16 Million Possible Channels
Vello,N,749989,4,Operates on Radio Frequencies (RF)
Vello,N,749989,5,Direct Line of Sight Not Required
Vello,N,749989,6,Operating Range up to 320' (100 m)
Vello,N,749989,7,Wireless Continuous or Single Exposures
Vello,N,749989,8,Long Time Exposures
Vello,N,749989,9,Transmitter Can Fire Multiple Receivers
Vello,N,749989,10,Wireless Autofocusing & Triggering
Vello,N,749996,1,16 Million Possible Channels
Vello,N,749996,2,Operates on Radio Frequencies (RF)
Vello,N,749996,3,Direct Line of Sight Not Required
Vello,N,749996,4,Operating Range up to 320' (100 m)
Vello,N,749996,5,Wireless Continuous or Single Exposures
Vello,N,749996,6,Long Time Exposures
Vello,N,749996,7,Transmitter Can Fire Multiple Receivers
Vello,N,749996,8,Wireless Autofocusing & Triggering
Vello,N,750013,1,16 Million Possible Channels
Vello,N,750013,2,Operates on Radio Frequencies (RF)
Vello,N,750013,3,Direct Line of Sight Not Required
Vello,N,750013,4,Operating Range up to 320' (100 m)
Vello,N,750013,5,Wireless Continuous or Single Exposures
Vello,N,750013,6,Long Time Exposures
Vello,N,750013,7,Transmitter Can Fire Multiple Receivers
Vello,N,750013,8,Wireless Autofocusing & Triggering
Vello,N,750015,1,16 Million Possible Channels
Vello,N,750015,2,Operates on Radio Frequencies (RF)
Vello,N,750015,3,Direct Line of Sight Not Required
Vello,N,750015,4,Operating Range up to 320' (100 m)
Vello,N,750015,5,Wireless Continuous or Single Exposures
Vello,N,750015,6,Long Time Exposures
Vello,N,750015,7,Transmitter Can Fire Multiple Receivers
Vello,N,750015,8,Wireless Autofocusing & Triggering
Vello,N,750438,1,Compatible with Nikon i-TTL
Vello,N,750438,2,Coiled Cord
Vello,N,750438,3,Mounts to Flash Shoe
Vello,N,750438,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,750438,5,Allows Off-Camera Triggering of Flash
Vello,N,750439,1,Compatible with Canon E-TTL / E-TTL II
Vello,N,750439,2,Coiled Cord
Vello,N,750439,3,Mounts to Flash Shoe
Vello,N,750439,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,750439,5,Allows Off-Camera Triggering of Flash
Vello,N,750440,1,Compatible with Sony/Minolta ADI / P-TTL
Vello,N,750440,2,Coiled Cord
Vello,N,750440,3,Mounts to Flash Shoe
Vello,N,750440,4,"Mounts to 1/4""-20 Threaded Studs"
Vello,N,750440,5,Allows Off-Camera Triggering of Flash
Vello,N,750880,1,Adapts T Mount Lens for Use on Canon EOS Camera
Vello,N,750881,1,Adapts T Mount Lens for Use on Nikon F Mount Camera
Vello,N,752410,1,Easy Way to Attach Accessories to Flash
Vello,N,752410,2,Fits Most Shoe Mount Flashes
Vello,N,752425,1,Softens Light From SLR Pop-Up Flash
Vello,N,752425,2,"Softens Harsh Shadows, Reduces Hot Spots"
Vello,N,752425,3,Attaches Quickly and Easily
Vello,N,752425,4,Compatible With All Camera Modes
Vello,N,752425,5,Fits Most Cameras With Pop-Up Flashes
Vello,N,752433,1,Fits Nearly Any Portable Flash
Vello,N,752433,2,Lightweight and Portable
Vello,N,752433,3,Attaches Quickly and Easily
Vello,N,752433,4,Includes Gold and Silver Reflectors
Vello,N,752434,1,Fits Most Portable Flashes
Vello,N,752434,2,Lightweight and Portable
Vello,N,752434,3,Attaches Quickly and Easily
Vello,N,752434,4,"White, Gold & Silver Reflectors Included"
Vello,N,752434,5,Includes Soft Diffusion Baffle
Vello,N,752443,1,Softens and Diffuses Light
Vello,N,752443,2,Reduces Shadows and Hot Spots
Vello,N,752443,3,Fits Most Portable Flash Units
Vello,N,752443,4,Folds Flat for Easy Storage
Vello,N,752443,5,Includes Six Colored Gels
Vello,N,752451,1,Softens and Diffuses Light
Vello,N,752451,2,Reduces Shadows and Hot Spots
Vello,N,752451,3,Fits Most Portable Flash Units
Vello,N,752451,4,Doesn't Block Auto Focus Assist Beams
Vello,N,752451,5,Folds Flat for Easy Storage
Vello,N,752482,1,Softens and Diffuses Light
Vello,N,752482,2,Reduces Shadows and Hot Spots
Vello,N,752482,3,Fits Most Portable Flash Units
Vello,N,752482,4,Folds Flat for Easy Storage
Vello,N,752483,1,Use As a Snoot or Reflector
Vello,N,752483,2,Fits Most Shoe Mount Flashes
Vello,N,752483,3,Lightweight and Portable
Vello,N,752484,1,Use As a Snoot or Reflector
Vello,N,752484,2,Fits Most Portable Flashes
Vello,N,752484,3,Lightweight and Portable
Vello,N,752485,1,Softens and Diffuses Light
Vello,N,752485,2,Reduces Shadows and Hot Spots
Vello,N,752485,3,Fits Most Portable Flash Units
Vello,N,752485,4,Folds Flat for Easy Storage
Vello,N,752486,1,For Shoe Mount or Handle Mount
Vello,N,752486,2,Tightens Light Beam
Vello,N,752486,3,Lightweight and Portable
Vello,N,752486,4,Attaches Quickly and Easily
Vello,N,752487,1,For Shoe Mount or Handle Mount
Vello,N,752487,2,Tightens Light Beam
Vello,N,752487,3,Lightweight and Portable
Vello,N,752487,4,Attaches Quickly and Easily
Vello,N,752488,1,Bounce Card/Flag
Vello,N,752488,2,Fits Most Portable Flashes
Vello,N,752488,3,Attaches Quickly and Easily
Vello,N,752488,4,Lightweight and Portable
Vello,N,752863,1,Holds Multiple Shoe-Mounted Accessories
Vello,N,752863,2,Rail Slides and Rotates
Vello,N,752863,3,Mounts to Camera's Hot Shoe
Vello,N,752863,4,"1/4""-20 Female Threads"
Vello,N,752863,5,High-Impact ABS Plastic Construction
Vello,N,753841,1,Frequency: 2.4 GHz
Vello,N,753841,2,Range: 320'
Vello,N,753841,3,Channels: 16
Vello,N,753841,4,Built-In Antenna
Vello,N,753841,5,Dual-Function Release
Vello,N,753841,6,Four-Second Delay Function
Vello,N,753841,7,Multi-Exposure & Long Exposure Modes
Vello,N,753841,8,Works Wired or Wirelessly
Vello,N,753841,9,LED Indicators
Vello,N,753841,10,Each Device Runs on Two AAA Batteries
Vello,N,753842,1,Frequency: 2.4 GHz
Vello,N,753842,2,Range: 320'
Vello,N,753842,3,Channels: 16
Vello,N,753842,4,Built-In Antenna
Vello,N,753842,5,Dual-Function Release
Vello,N,753842,6,Four-Second Delay Function
Vello,N,753842,7,Multi-Exposure & Long Exposure Modes
Vello,N,753842,8,Works Wired or Wirelessly
Vello,N,753842,9,LED Indicators
Vello,N,753842,10,Each Device Runs on Two AAA Batteries
Vello,N,754153,1,2.4 GHz Reduced Interference Frequency
Vello,N,754153,2,Range Up to 320' (100m)
Vello,N,754153,3,Individual/Group Wireless Flash Trigger
Vello,N,754153,4,Up to 3 Light Groups/7 Grp Combinations
Vello,N,754153,5,Flash Sync Speed of Up to 1/320s
Vello,N,754153,6,Dual-Function Shutter Release Button
Vello,N,754153,7,LED Indicators
Vello,N,754154,1,2.4GHz Reduced Interference Frequency
Vello,N,754154,2,Range Up to 320' (100 m)
Vello,N,754154,3,Individual/Group Wireless Flash Trigger
Vello,N,754154,4,Up to 3 Light Groups/7 Grp Combinations
Vello,N,754154,5,Flash Sync Speed of Up to 1/320s
Vello,N,754154,6,Dual-Function Shutter Release Button
Vello,N,754154,7,LED Indicators
Vello,N,754167,1,For FreeWave Fusion System
Vello,N,754167,2,Trigger Multiple Light Groups
Vello,N,754167,3,Remote Control Multiple Cameras
Vello,N,754167,4,Range Up to 320' (100 m)
Vello,N,754167,5,Up to 1/320s Sync Speed
Vello,N,754167,6,2.5mm Jack
Vello,N,754167,7,Works With Multiple Cameras
Vello,N,754629,1,Works with Canon EOS 60D Digital Camera
Vello,N,754630,1,Comfort & Control in Vertical Position
Vello,N,754630,2,Vertical Position Shutter Release Button
Vello,N,754630,3,Holds Up to Two LP-E10 Batteries
Vello,N,754630,4,Internal Slot for Camera Battery Door
Vello,N,754630,5,Strap Lug for Attaching Hand Strap
Vello,N,754631,1,Compatible with Canon EOS 6D DSLR
Vello,N,754631,2,Comfort and Control in Vertical Position
Vello,N,754631,3,Vertical Position Shutter Release Button
Vello,N,754631,4,Vertical Position Control Buttons & Dial
Vello,N,754631,5,Holds Up to Two LP-E6 Batteries
Vello,N,754631,6,Also Works with 6 AA/LR6 Batteries
Vello,N,754631,7,Extends Shooting Time
Vello,N,754631,8,Contains Camera Battery Door Holder
Vello,N,754637,1,Slide On Design for Nikon SB-700 Flash
Vello,N,754674,1,Fit Lenses with 55mm Filter Thread
Vello,N,754674,2,Designed for Internal Focus Lenses
Vello,N,754674,3,For Lens Above 20mm (Full Frame Cameras)
Vello,N,754674,4,For Lens Above 15mm (APS-C Size Cameras)
Vello,N,754674,5,Reversible for Compact Storage on Lens
Vello,N,754674,6,Accepts Lens Caps
Vello,N,754674,7,Petal Shape Maximizes Hood Coverage
Vello,N,754674,8,Minimum Weight & Hood Area
Vello,N,754674,9,Extra Protection for Accidental Impact
Vello,N,754684,1,Fit Lenses with 62mm Filter Thread
Vello,N,754684,2,Designed for Internal Focus Lenses
Vello,N,754684,3,For Lens Above 20mm (Full Frame Cameras)
Vello,N,754684,4,For Lens Above 15mm (APS-C Size Cameras)
Vello,N,754684,5,Reversible for Compact Storage on Lens
Vello,N,754684,6,Accepts Lens Caps
Vello,N,754684,7,Petal Shape Maximizes Hood Coverage
Vello,N,754684,8,Minimum Weight & Hood Area
Vello,N,754684,9,Extra Protection for Accidental Impact
Vello,N,754687,1,Fit Lenses with 77mm Filter Thread
Vello,N,754687,2,Designed for Internal Focus Lenses
Vello,N,754687,3,For Lens Above 20mm (Full Frame Cameras)
Vello,N,754687,4,For Lens Above 15mm (APS-C Size Cameras)
Vello,N,754687,5,Reversible for Compact Storage on Lens
Vello,N,754687,6,Accepts Lens Caps
Vello,N,754687,7,Petal Shape Maximizes Hood Coverage
Vello,N,754687,8,Minimum Weight & Hood Area
Vello,N,754687,9,Extra Protection for Accidental Impact
Vello,N,759678,1,Ultra-Thin Optical Glass
Vello,N,759678,2,"For 3"" LCD Monitor"
Vello,N,759678,3,6 Layers of Protective Material
Vello,N,759678,4,Blocks UV Rays
Vello,N,760098,1,For Nikon 16-85mm f/3.5-5.6G ED VR & 18-300mm f/3.5-6.3G VR Lenses
Vello,N,762120,1,Ultra-Clear Optical Glass
Vello,N,762120,2,6 Layers of Protective Material
Vello,N,762120,3,Protects LCD from Scratches and Dirt
Vello,N,762120,4,Easy to Install and Remove
Vello,N,762120,5,Customized to this Specific LCD Screen
Vello,N,762127,1,Ultra-Clear Optical Glass
Vello,N,762127,2,6 Layers of Protective Material
Vello,N,762127,3,Protects LCD from Scratches and Dirt
Vello,N,762127,4,Easy to Install and Remove
Vello,N,762127,5,Customized to this Specific LCD Screen
Vello,N,762133,1,Ultra-Clear Optical Glass
Vello,N,762133,2,6 Layers of Protective Material
Vello,N,762133,3,Protects LCD from Scratches and Dirt
Vello,N,762133,4,Easy to Install and Remove
Vello,N,762133,5,Customized to this Specific LCD Screen
Vello,N,762135,1,Ultra-Clear Optical Glass
Vello,N,762135,2,6 Layers of Protective Material
Vello,N,762135,3,Protects LCD from Scratches and Dirt
Vello,N,762135,4,Easy to Install and Remove
Vello,N,762135,5,Customized to this Specific LCD Screen
Vello,N,763141,1,For FreeWave Fusion System
Vello,N,763141,2,Trigger Multiple Light Groups
Vello,N,763141,3,Remote Control Multiple Cameras
Vello,N,763141,4,Range Up to 320' (100 m)
Vello,N,763141,5,Up to 1/320s Sync Speed
Vello,N,763141,6,2.5mm Jack
Vello,N,763141,7,Works With Multiple Cameras
Vello,N,765444,1,Offers PC Connection via Camera's Hot Shoe
Vello,N,765444,2,Offers Pass Through TTL Shoe
Vello,N,765445,1,Offers TTL Hot Shoe & PC Connection
Vello,N,765447,1,Offers TTL Hot Shoe & PC Connection
Vello,N,765449,1,Allows Standard Camera Hot Shoe to Accept Sony Flash
Vello,N,765451,1,Allows Camera with Sony/Minolta Hot Shoe to Accept Standard Shoe Flash
Vello,N,765453,1,Adds PC Connection to Camera
Vello,N,765457,1,Adds PC Connection to Camera
Vello,N,765659,1,Control Autofocus and Shutter Triggering
Vello,N,765659,2,Capture Images without Camera Shake
Vello,N,765659,3,Optimal for Long Exposure Shooting
Vello,N,765659,4,Use for Continuous or Single Exposures
Vello,N,765659,5,"Powered by Camera, No Battery Required"
Vello,N,765659,6,"Large, Comfortable Form Factor"
Vello,N,765666,1,Control Autofocus and Shutter Triggering
Vello,N,765666,2,Capture Images without Camera Shake
Vello,N,765666,3,Optimal for Long Exposure Shooting
Vello,N,765666,4,Use for Continuous or Single Exposures
Vello,N,765666,5,"Powered by Camera, No Battery Required"
Vello,N,765666,6,"Large, Comfortable Form Factor"
Vello,N,765671,1,Control Autofocus and Shutter Triggering
Vello,N,765671,2,Capture Images without Camera Shake
Vello,N,765671,3,Optimal for Long Exposure Shooting
Vello,N,765671,4,Use for Continuous or Single Exposures
Vello,N,765671,5,"Powered by Camera, No Battery Required"
Vello,N,765671,6,"Large, Comfortable Form Factor"
Vello,N,765672,1,Control Autofocus and Shutter Triggering
Vello,N,765672,2,Capture Images without Camera Shake
Vello,N,765672,3,Optimal for Long Exposure Shooting
Vello,N,765672,4,Use for Continuous or Single Exposures
Vello,N,765672,5,"Powered by Camera, No Battery Required"
Vello,N,765672,6,"Large, Comfortable Form Factor"
Vello,N,765688,1,Control Autofocus and Shutter Triggering
Vello,N,765688,2,Capture Images without Camera Shake
Vello,N,765688,3,Optimal for Long Exposure Shooting
Vello,N,765688,4,Use for Continuous or Single Exposures
Vello,N,765688,5,"Powered by Camera, No Battery Required"
Vello,N,765688,6,"Large, Comfortable Form Factor"
Vello,N,766338,1,Control Autofocus and Shutter Triggering
Vello,N,766338,2,Capture Images without Camera Shake
Vello,N,766338,3,Optimal for Long Exposure Shooting
Vello,N,766338,4,Use for Continuous or Single Exposures
Vello,N,766338,5,"Powered by Camera, No Battery Required"
Vello,N,766338,6,"Large, Comfortable Form Factor"
Vello,N,767442,1,Adds PC Connection to Camera w/o Loosing Hot Shoe
Vello,N,770917,1,For Attaching Camera to Tripod
Vello,N,770917,2,(3) Two-Packs for (6) Screws Total
Vello,N,780405,1,Mounts on Camera Hot-Shoe
Vello,N,780405,2,Check Levels in Two Planes
Vello,N,780406,1,Mounts on Camera Hot-Shoe
Vello,N,780406,2,Check Levels in Three Planes
Vello,N,780407,1,Diffused Light from a Shoe-Mount Flash
Vello,N,780407,2,Ultra-Wide Angle of Coverage
Vello,N,780407,3,Slide On Design
Vello,N,780407,4,Lightweight and Compact
Vello,N,787223,1,Shortens Minimum Focus Distance of Lens
Vello,N,787223,2,Provides Macro Capability
Vello,N,787223,3,Full Autofocus Compatibility
Vello,N,787223,4,"13mm, 21mm and 31mm Tubes"
Vello,N,787223,5,Can be Used Individually or Combined
Vello,N,787223,6,Metal Mount
Vello,N,787223,7,Lightweight Design
Vello,N,787223,8,For Canon EF and EFS Lenses
Vello,N,787224,1,Shortens Minimum Focus Distance of Lens
Vello,N,787224,2,Provides Macro Capability
Vello,N,787224,3,Full Autofocus Compatibility
Vello,N,787224,4,"12mm, 20mm and 36mm Tubes"
Vello,N,787224,5,Can be Used Individually or Combined
Vello,N,787224,6,Metal Mount
Vello,N,787224,7,Lightweight Design
Vello,N,787224,8,For Nikon F Mount Lenses
Vello,N,788272,1,"Incl. White, Black & Neutral Grey Cards"
Vello,N,788272,2,For Perfect Color Balance
Vello,N,788272,3,Use With Any Digital Camera
Vello,N,791881,1,"16,000,000 Possible Radio Channels"
Vello,N,791881,2,1 Transmitter Can Trigger Many Receivers
Vello,N,791881,3,Up to 320' (100 m) Range
Vello,N,791881,4,Trigger Camera Wirelessly or Wired
Vello,N,791881,5,Dual-Function Release - Focus & Shutter
Vello,N,791881,6,Two-Second Delay Function
Vello,N,791881,7,Multi-Exposure w/ Single Press of Button
Vello,N,791881,8,Control Length of the Exposure Remotely
Vello,N,791881,9,One Receiver for Dozens of Camera Models
Vello,N,791881,10,Confirm Pre-Focus & Exposure Wirelessly
Vello,N,794373,1,Frequency: 2.4 GHz
Vello,N,794373,2,Range: 320'
Vello,N,794373,3,Channels: 16
Vello,N,794373,4,Built-In Antenna
Vello,N,794373,5,Dual-Function Release
Vello,N,794373,6,Four-Second Delay Function
Vello,N,794373,7,Multi-Exposure & Long Exposure Modes
Vello,N,794373,8,Works Wired or Wirelessly
Vello,N,794373,9,LED Indicators
Vello,N,794373,10,Each Device Runs on Two AAA Batteries
Vello,N,795738,1,16 Million Possible Channels
Vello,N,795738,2,Operates on Radio Frequencies (RF)
Vello,N,795738,3,Receiver has Dedicated Sony Shoe
Vello,N,795738,4,Direct Line of Sight Not Required
Vello,N,795738,5,Operating Range up to 320' (100 m)
Vello,N,795738,6,Wireless Continuous or Single Exposures
Vello,N,795738,7,Long Time Exposures
Vello,N,795738,8,Transmitter Can Fire Multiple Receivers
Vello,N,795738,9,Wireless Autofocusing & Triggering
Vello,N,803935,1,Spare Battery
Vello,N,803935,2,Battery Grip
Vello,N,803935,3,Wireless Shutter Release System
Vello,N,803935,4,Lens Cap Holder
Vello,N,811582,1,16 Million Possible Channels
Vello,N,811582,2,For Canon and Panasonic Cameras
Vello,N,811582,3,Operates on Radio Frequencies (RF)
Vello,N,811582,4,Direct Line of Sight Not Required
